,city,lat,lon,temp,humidity,wind,cloud,country,date
270,newport,51.5877,-2.9984,54.0,99,5.01,100,GB,1611098615
271,mayo,38.8876,-76.5119,44.01,49,3.44,1,US,1611098616
272,pitimbu,-7.4706,-34.8086,80.6,78,8.05,40,BR,1611098616
273,yurga,55.7231,84.8861,-24.39,87,4.14,63,RU,1611098616
274,acarau,-2.8856,-40.12,79.7,80,13.51,100,BR,1611098097
275,yerbogachen,61.2767,108.0108,-46.5,77,3.42,100,RU,1611098344
276,kropotkin,45.4375,40.5756,15.93,97,3.94,98,RU,1611098437
277,puerto el triunfo,13.2833,-88.55,95.0,31,8.05,0,SV,1611098617
278,trairi,-3.2778,-39.2689,79.97,78,11.16,100,BR,1611098348
279,kayerkan,69.3497,87.7602,-26.79,85,1.63,100,RU,1611098349
280,welver,51.6167,7.9667,44.01,88,15.17,100,DE,1611098552
281,takehara,34.3383,132.9167,30.2,80,5.75,20,JP,1611098617
282,tromso,69.6496,18.957,21.99,73,3.44,0,NO,1611098345
283,kavieng,-2.5744,150.7967,82.22,78,13.49,96,PG,1611098312
284,champerico,14.3,-91.9167,87.8,58,6.91,40,GT,1611098618
285,palana,59.1167,159.9667,-14.13,90,15.26,75,RU,1611098618
286,charsadda,34.1435,71.7317,44.6,70,4.61,0,PK,1611098618
287,merrill,45.1805,-89.6835,14.0,79,6.91,90,US,1611098438
288,morant bay,17.8815,-76.4093,82.4,69,10.36,20,JM,1611098619
289,kununurra,-15.7667,128.7333,82.4,83,2.3,40,AU,1611098472
290,butembo,0.15,29.2833,60.06,79,2.55,41,CD,1611098620
291,tatawin,32.9297,10.4518,48.2,61,3.44,77,TN,1611098620
292,buckeye,33.3703,-112.5838,68.0,43,4.0,100,US,1611098620
293,parrita,9.5201,-84.3225,77.0,60,14.97,20,CR,1611098621
294,virginia beach,36.8529,-75.978,51.8,37,6.91,20,US,1611098485
295,elat,29.5581,34.9482,57.2,67,4.54,0,IL,1611098621
296,el campo,29.1966,-96.2697,71.6,53,8.05,75,US,1611098621
297,villa carlos paz,-31.4241,-64.4978,82.0,41,8.99,34,AR,1611098622
298,diamantino,-14.4086,-56.4461,72.25,93,1.83,100,BR,1611098346
299,cidreira,-30.1811,-50.2056,72.52,70,13.13,10,BR,1611098244
300,ngunguru,-35.6167,174.5,66.72,58,12.91,72,NZ,1611098622
301,marsa matruh,31.3525,27.2453,48.2,87,11.5,40,EG,1611098320
302,tiksi,71.6872,128.8694,-26.45,80,1.54,100,RU,1611098354
303,leningradskiy,69.3833,178.4167,-17.09,86,13.13,100,RU,1611098274
304,worthing,50.8145,-0.3713,50.0,87,8.01,100,GB,1611098623
305,vestmannaeyjar,63.4427,-20.2734,36.3,79,18.52,1,IS,1611098301
306,balkhash,46.844,74.9804,17.19,94,2.8,99,KZ,1611098623
307,dunedin,-45.8742,170.5036,54.09,64,18.84,96,NZ,1611098302
308,anadyr,64.75,177.4833,-29.2,75,8.95,78,RU,1611098623
309,velingara,13.15,-14.1167,76.75,16,7.38,67,SN,1611098623
310,bengkulu,-3.8004,102.2655,75.0,83,5.14,25,ID,1611098320
311,cockburn town,21.4612,-71.1419,77.0,78,11.5,40,TC,1611098306
312,petropavlovsk-kamchatskiy,53.0452,158.6483,21.2,49,11.18,100,RU,1611098357
313,savonlinna,61.8699,28.88,28.4,93,3.44,90,FI,1611098624
314,kaeo,-35.1,173.7833,69.24,52,12.17,46,NZ,1611098466
315,faanui,-16.4833,-151.75,81.25,73,14.72,7,PF,1611098432
316,colmenar viejo,40.6591,-3.7676,35.01,92,0.85,89,ES,1611098625
317,yunyang,33.4474,112.7142,35.37,79,4.59,97,CN,1611098625
318,patiya,22.2931,91.9762,55.94,62,4.21,0,BD,1611098342
319,ulladulla,-35.35,150.4667,68.0,52,9.22,40,AU,1611098440
320,ahipara,-35.1667,173.1667,65.62,57,14.29,61,NZ,1611098360
321,hazorasp,41.3194,61.0742,37.4,81,4.61,90,UZ,1611098626
322,la ligua,-32.4524,-71.2311,62.6,77,8.05,0,CL,1611098354
323,sol-iletsk,51.1631,54.9918,-3.1,92,8.66,88,RU,1611098626
324,hofn,64.2539,-15.2082,38.28,76,15.26,40,IS,1611098319
325,ginda,30.6945,78.4932,39.69,44,6.91,0,IN,1611098524
326,kamina,-8.7386,24.9906,64.38,96,4.18,98,CD,1611098627
327,ulaangom,49.9811,92.0667,-15.57,82,2.57,94,MN,1611098329
328,mackay,-21.15,149.2,82.99,78,16.11,40,AU,1611098310
329,taltal,-25.4,-70.4833,69.17,63,5.7,23,CL,1611098627
330,matara,5.9485,80.5353,75.74,88,2.37,98,LK,1611098628
331,trincomalee,8.5711,81.2335,79.09,83,8.7,24,LK,1611098628
332,pucara,-15.9803,-71.4606,59.0,58,10.36,20,PE,1611098589
333,abu kamal,34.4506,40.9171,52.36,73,2.64,99,SY,1611098628
334,talnakh,69.4865,88.3972,-27.51,84,1.19,100,RU,1611098378
335,nikolayevka,53.1257,47.2041,-9.04,88,5.75,50,RU,1611098628
336,tuatapere,-46.1333,167.6833,46.99,93,8.01,100,NZ,1611098629
337,rafai,4.95,23.9167,72.95,27,5.12,2,CF,1611098629
338,andenes,69.3143,16.1194,28.4,69,19.57,0,NO,1611098629
339,ouadda,8.0777,22.4007,70.86,22,7.07,0,CF,1611098629
340,camacha,33.0833,-16.3333,59.0,72,2.3,20,PT,1611098629
341,namtsy,62.7161,129.6658,-56.2,51,4.74,81,RU,1611098630
342,cabedelo,-6.9811,-34.8339,80.6,78,8.05,40,BR,1611098395
343,sur,22.5667,59.5289,68.2,56,3.53,0,OM,1611098630
344,coihaique,-45.5752,-72.0662,71.6,33,11.5,75,CL,1611098343
345,tiznit,29.5833,-9.5,54.93,43,1.25,40,MA,1611098631
346,karaton,-6.3424,106.1045,78.8,78,8.05,75,ID,1611098631
347,svetlaya,46.5389,138.3297,-1.75,74,8.05,0,RU,1611098631
348,meulaboh,4.1363,96.1285,75.16,88,4.0,98,ID,1611098444
349,salalah,17.0151,54.0924,68.0,40,4.61,0,OM,1611098364
350,sobolevo,54.4299,31.8996,-1.97,93,3.85,25,RU,1611098632
351,santa isabel,-23.3156,-46.2214,75.2,94,4.61,75,BR,1611098467
352,vallenar,-28.5708,-70.7581,76.14,31,6.71,0,CL,1611098632
353,sioux lookout,50.1001,-91.917,-2.2,78,2.3,90,CA,1611098632
354,muros,42.7762,-9.0603,52.0,93,10.0,100,ES,1611098331
355,revda,56.801,59.9303,5.0,85,8.95,40,RU,1611098633
356,siniscola,40.5719,9.6922,41.0,87,3.44,20,IT,1611098633
357,provost,52.3501,-110.2683,30.2,69,4.61,100,CA,1611098633
358,tabuk,17.4189,121.4443,71.42,91,7.07,100,PH,1611098633
359,rawson,-43.3002,-65.1023,75.76,45,19.73,37,AR,1611098454
360,aripuana,-9.1667,-60.6333,73.36,98,1.23,99,BR,1611098634
361,bodaybo,57.8506,114.1933,-0.87,86,4.03,100,RU,1611098634
362,novyy urengoy,66.0833,76.6333,-19.19,88,7.27,86,RU,1611098634
363,contamana,-7.3333,-75.0167,70.88,97,3.4,100,PE,1611098634
364,paamiut,61.994,-49.6678,30.25,89,10.94,82,GL,1611098634
365,wenling,28.3669,121.36,55.0,77,5.55,97,CN,1611098634
366,vao,-22.6667,167.4833,79.12,81,8.08,90,NC,1611098374
367,tabas,33.5959,56.9244,44.6,33,4.61,43,IR,1611098240
368,georgiyevskoye,58.731,45.024,-1.8,93,3.09,94,RU,1611098635
369,muskogee,35.5834,-95.3336,46.4,49,9.22,1,US,1611098635
370,namibe,-15.1961,12.1522,72.68,72,4.25,100,AO,1611098636
371,shanhetun,44.7,127.2,6.42,93,9.17,62,CN,1611098636
372,thunder bay,48.4001,-89.3168,1.99,66,5.75,20,CA,1611098456
373,westport,41.1415,-73.3579,37.99,56,6.91,1,US,1611098459
374,torbay,47.6666,-52.7314,33.01,86,20.71,90,CA,1611098372
375,hosanagara,13.9167,75.0667,64.71,60,4.43,0,IN,1611098351
376,pochutla,15.7432,-96.4661,87.8,45,8.05,75,MX,1611098419
377,monroe,43.1501,-77.6831,32.0,64,12.66,40,US,1611098396
378,kalmunai,7.4167,81.8167,74.62,93,8.93,39,LK,1611098387
379,qandala,11.472,49.8728,72.21,61,3.58,16,SO,1611098426
380,bururi,-3.85,29.6333,58.23,94,0.25,98,BI,1611098637
381,ketchikan,55.3422,-131.6461,39.2,87,3.44,75,US,1611098097
382,zhanakorgan,43.9098,67.2495,35.47,87,7.07,86,KZ,1611098638
383,korla,41.7597,86.1469,18.5,84,3.51,70,CN,1611098326
384,rio grande,-32.035,-52.0986,72.0,74,11.63,0,BR,1611098212
385,ciudad bolivar,8.1222,-63.5497,81.72,63,12.3,95,VE,1611098638
386,pangobilian,8.8011,117.8594,78.64,84,11.86,96,PH,1611098638
387,uvinza,-5.1036,30.3911,67.19,87,2.91,100,TZ,1611098638
388,camana,-16.6228,-72.7111,73.26,72,7.38,10,PE,1611098639
389,saint-joseph,-21.3667,55.6167,80.6,74,2.3,0,RE,1611098639
390,beberibe,-4.1797,-38.1306,78.8,89,3.44,75,BR,1611098639
391,bourail,-21.5667,165.4833,81.99,77,7.96,97,NC,1611098639
392,vardo,70.3705,31.1107,19.4,73,10.36,40,NO,1611098455
393,vila franca do campo,37.7167,-25.4333,59.0,72,6.91,20,PT,1611098348
394,geraldton,-28.7667,114.6,77.0,65,10.36,90,AU,1611098359
395,havre-saint-pierre,50.2334,-63.5986,6.8,78,11.5,1,CA,1611098640
396,mbanza-ngungu,-5.25,14.8667,66.99,98,0.78,98,CD,1611098640
397,saint-pierre,-21.3393,55.4781,80.6,74,2.3,0,RE,1611098448
398,asau,46.4333,26.4,19.0,100,2.3,95,RO,1611098640
399,maceio,-9.6658,-35.7353,77.0,83,4.61,20,BR,1611098641
400,freeport,40.6576,-73.5832,39.2,48,12.66,1,US,1611098374
401,kurilsk,45.2333,147.8833,14.92,90,21.52,99,RU,1611098415
402,adrar,20.5022,-10.0711,58.66,28,11.34,29,MR,1611098389
403,humaita,-7.5061,-63.0208,74.35,97,3.04,100,BR,1611098642
404,huarmey,-10.0681,-78.1522,73.6,74,7.87,72,PE,1611098642
405,college,64.8569,-147.8028,21.2,68,4.61,75,US,1611098586
406,aljezur,37.3191,-8.8033,55.99,32,5.99,100,PT,1611098642
407,pemberton,50.3164,-122.8027,37.4,75,6.91,75,CA,1611098643
408,santa rosa,14.3122,121.1114,77.0,88,2.3,75,PH,1611098375
409,saint anthony,45.0205,-93.218,12.99,62,9.22,1,US,1611098209
410,balsas,-7.5325,-46.0356,74.95,85,2.86,95,BR,1611098643
411,gazojak,41.1875,61.4036,37.09,84,4.45,99,TM,1611098643
412,eydhafushi,5.1033,73.0708,82.04,66,8.03,2,MV,1611098643
413,seoul,37.5683,126.9778,17.6,79,2.3,0,KR,1611098055
414,broome,42.2506,-75.833,32.0,59,10.36,90,US,1611098644
415,oulainen,64.2667,24.8,21.99,93,1.99,100,FI,1611098644
416,ariquemes,-9.9133,-63.0408,73.44,96,1.5,92,BR,1611098644
417,maragogi,-9.0122,-35.2225,78.31,79,8.9,89,BR,1611098617
418,fare,-16.7,-151.0167,80.73,77,16.22,60,PF,1611098645
419,atar,20.5169,-13.0499,60.78,26,11.9,75,MR,1611098324
420,jalu,29.0331,21.5482,48.99,65,10.42,0,LY,1611098426
421,lianzhou,24.7811,112.3825,47.01,55,1.79,0,CN,1611098645
422,dodge city,37.7528,-100.0171,46.4,31,9.22,1,US,1611098388
423,puerto rico,-26.796,-55.024,73.54,93,3.53,75,AR,1611098646
424,shubarkuduk,49.1447,56.4872,-3.96,92,7.92,66,KZ,1611098646
425,port hueneme,34.1478,-119.1951,69.8,14,35.68,1,US,1611098646
426,oussouye,12.485,-16.5469,71.6,68,11.5,0,SN,1611098646
427,rudnya,54.947,31.0934,0.1,94,4.29,82,RU,1611098646
428,zhigansk,66.7697,123.3711,-51.99,75,6.46,54,RU,1611098396
429,mandera,3.9366,41.867,80.04,26,8.81,92,KE,1611098647
430,waddan,29.1614,16.139,49.55,70,7.94,28,LY,1611098647
431,nioro,13.35,-15.75,76.06,16,8.12,77,GM,1611098647
432,karachi,24.9056,67.0822,55.4,58,6.24,0,PK,1611098647
433,cascais,38.6979,-9.4215,57.99,88,27.09,100,PT,1611098647
434,biri,12.6833,124.3636,77.38,86,5.32,86,PH,1611098648
435,ust-maya,60.4167,134.5333,-50.35,74,2.17,2,RU,1611098464
436,sorland,67.667,12.6934,33.94,85,17.63,72,NO,1611098529
437,xining,36.6167,101.7667,17.31,68,2.33,100,CN,1611098648
438,avera,33.194,-82.5271,55.4,35,3.44,1,US,1611098648
439,arica,-18.475,-70.3042,71.6,68,6.91,0,CL,1611098370
440,alihe,50.5667,123.7167,-6.48,87,1.57,100,CN,1611098649
441,high rock,26.6208,-78.2833,66.2,59,10.36,40,BS,1611098649
442,ixtapa,20.7,-105.2,75.2,78,8.05,75,MX,1611098399
443,gourcy,13.2167,-2.35,72.66,20,9.95,0,BF,1611098649
444,lashio,22.9333,97.75,50.81,97,0.76,44,MM,1611098650
445,praia da vitoria,38.7333,-27.0667,57.99,82,14.36,20,PT,1611098650
446,longyearbyen,78.2186,15.6401,19.4,63,19.57,75,SJ,1611098350
447,makakilo city,21.3469,-158.0858,84.2,48,11.5,1,US,1611098394
448,khani,41.9563,42.9566,32.0,93,2.3,90,GE,1611098398
449,aguimes,27.9054,-15.4461,59.0,82,4.61,0,ES,1611098650
450,along,28.1667,94.7667,53.49,81,0.43,100,IN,1611098651
451,deputatskiy,69.3,139.9,-36.58,85,0.98,85,RU,1611098455
452,nueva gerona,21.8833,-82.8,74.25,75,17.11,6,CU,1611098651
453,srandakan,-7.9386,110.2506,76.44,84,3.69,96,ID,1611098340
454,murgab,37.4966,61.9714,39.2,75,6.91,0,TM,1611098313
455,kirkuk,35.4681,44.3922,51.62,52,17.45,98,IQ,1611098651
456,roald,62.5833,6.1333,33.8,69,13.8,20,NO,1611098334
457,dongsheng,39.8161,109.9776,16.43,75,9.66,0,CN,1611098356
458,flagstaff,35.1981,-111.6513,33.01,93,14.97,90,US,1611098537
459,portland,45.5234,-122.6762,53.01,54,3.44,40,US,1611098412
460,taybad,34.74,60.7756,46.08,52,3.76,0,IR,1611098652
461,manzanillo,20.3433,-77.1167,75.67,80,14.9,100,CU,1611098652
462,micheweni,-4.9667,39.8333,80.55,76,10.0,98,TZ,1611098415
463,shebunino,46.4339,141.8603,12.52,91,17.87,100,RU,1611098653
464,sechura,-5.5569,-80.8222,79.61,57,16.62,90,PE,1611098305
465,labuhan,-6.8844,112.2051,77.23,88,7.4,100,ID,1611098461
466,enshi,30.3,109.4833,45.93,82,1.01,99,CN,1611098653
467,evensk,61.95,159.2333,-13.16,77,12.03,0,RU,1611098468
468,trebinje,42.7119,18.3442,39.2,81,6.91,40,BA,1611098370
469,bitung,1.4451,125.1824,75.2,94,3.38,20,ID,1611098489
470,manacapuru,-3.2997,-60.6206,77.0,94,5.75,75,BR,1611098654
471,daud khel,32.875,71.5701,51.75,45,0.89,0,PK,1611098654
472,kahului,20.8947,-156.47,84.2,51,9.82,40,US,1611098119
473,kutum,14.2,24.6667,52.88,39,13.62,41,SD,1611098654
474,vieques,18.425,-65.8329,78.8,78,11.5,75,PR,1611098655
475,tuy hoa,13.0833,109.3,66.81,84,6.55,92,VN,1611098655
476,damara,4.9608,18.7035,77.0,73,1.52,0,CF,1611098655
477,lodja,-3.4833,23.4333,70.32,83,1.77,84,CD,1611098655
478,havoysund,70.9963,24.6622,19.4,63,6.91,0,NO,1611098317
479,clinton,42.587,-82.9199,33.01,69,8.05,90,US,1611098655
480,buala,-8.145,159.5921,85.01,68,4.81,89,SB,1611098397
481,bahia honda,22.9036,-83.1592,71.42,79,13.11,83,CU,1611098352
482,klaksvik,62.2266,-6.589,35.6,87,8.05,20,FO,1611098328
483,bonthe,7.5264,-12.505,77.85,82,7.67,42,SL,1611098656
484,iquique,-20.2208,-70.1431,71.6,64,17.27,0,CL,1611098522
485,anqing,30.5092,117.0506,42.44,61,2.04,0,CN,1611098656
486,pailon,-17.65,-62.75,82.4,54,3.44,40,BO,1611098656
487,kamenka,51.3223,42.7678,-0.99,87,4.63,90,RU,1611098356
488,basco,20.4487,121.9702,75.25,82,28.32,96,PH,1611098657
489,palanga,55.9175,21.0686,17.6,86,13.8,90,LT,1611098657
490,lata,40.1629,-8.3327,55.99,76,5.99,100,PT,1611098412
491,bykovo,55.6361,38.0803,10.4,85,4.47,40,RU,1611098658
492,jinxiang,27.4327,120.6062,52.56,70,8.12,95,CN,1611098658
493,hami,42.8,93.45,14.95,77,1.34,86,CN,1611098434
494,warrington,53.3925,-2.5802,53.6,87,19.57,75,GB,1611098658
495,waipawa,-41.4122,175.5153,62.01,51,28.77,2,NZ,1611098658
496,tirana,41.3275,19.8189,37.4,60,8.05,90,AL,1611098658
497,pimenta bueno,-11.6725,-61.1936,74.26,95,3.71,84,BR,1611098659
498,mahenge,-8.6833,36.7167,65.86,100,1.41,100,TZ,1611098659
499,bodden town,19.2833,-81.25,81.0,73,16.11,40,KY,1611098415
500,veisiejai,54.1,23.7,9.41,94,11.88,49,LT,1611098659
501,villafranca de los barros,38.5614,-6.3381,48.99,80,1.99,99,ES,1611098660
502,shitanjing,39.2342,106.3439,20.98,66,3.33,6,CN,1611098660
503,faya,18.3851,42.4509,55.4,94,9.22,0,SA,1611098336
504,ust-ilimsk,58.0006,102.6619,-7.02,90,3.8,100,RU,1611098660
505,ewa beach,21.3156,-158.0072,84.2,48,11.5,1,US,1611098437
506,goderich,43.7501,-81.7165,28.4,64,16.11,100,CA,1611098456
507,yingcheng,30.95,113.55,44.6,49,8.95,0,CN,1611098661
508,los llanos de aridane,28.6585,-17.9182,60.8,72,6.91,40,ES,1611098337
509,newala,-10.9431,39.2787,68.79,100,2.71,100,TZ,1611098661
510,sao joao da barra,-21.6403,-41.0511,82.4,61,18.41,0,BR,1611098049
511,khandyga,62.6667,135.6,-41.87,80,0.74,100,RU,1611098662
512,alamada,7.3333,124.5667,76.21,85,1.7,99,PH,1611098662
513,itatiaia,-22.4961,-44.5633,71.78,83,2.51,100,BR,1611098663
514,san jose,37.3394,-121.895,68.0,13,10.36,20,US,1611098366
515,chicama,-7.8447,-79.1469,69.8,83,10.36,75,PE,1611098663
516,san juan,-31.5375,-68.5364,91.51,14,14.88,11,AR,1611098663
517,santa cruz,-17.8,-63.1667,82.4,44,4.61,40,BO,1611098663
518,tutoia,-2.7619,-42.2744,76.66,87,11.36,100,BR,1611098664
519,cayenne,4.9333,-52.3333,75.2,88,11.5,75,GF,1611098157
520,yarada,17.65,83.2667,69.8,94,2.3,0,IN,1611098664
521,lufilufi,-13.8745,-171.5986,89.6,74,17.27,40,WS,1611098537
522,matiri,-10.75,34.9,63.39,93,1.28,100,TZ,1611098664
523,karlskoga,59.3267,14.5239,34.0,100,6.91,75,SE,1611098665
524,abha,18.2164,42.5053,55.4,94,9.22,0,SA,1611098665
525,liepaja,56.5419,21.0367,17.6,86,8.05,90,LV,1611098665
526,buchanan,5.8808,-10.0467,77.0,94,6.91,88,LR,1611098665
527,japura,-0.3167,102.35,70.39,95,1.61,99,ID,1611098665
528,tocopilla,-22.092,-70.1979,71.83,53,7.67,7,CL,1611098665
529,colac,-38.3333,143.5833,59.0,76,3.0,0,AU,1611098666
530,hangu,39.2489,117.7892,24.8,93,3.56,90,CN,1611098666
531,arlit,18.7369,7.3853,61.9,27,8.81,0,NE,1611098666
532,kasongo,-4.45,26.6667,68.79,85,1.41,100,CD,1611098666
533,ola,59.5833,151.2833,-18.56,79,10.76,54,RU,1611098667
534,kimbe,-5.5502,150.1429,84.38,73,1.9,100,PG,1611098667
535,bol,13.4586,14.7147,70.84,37,24.49,3,TD,1611098667
536,salinopolis,-0.6136,-47.3561,78.22,84,11.54,100,BR,1611098417
537,dukat,62.55,155.55,-40.5,80,5.59,69,RU,1611098458
538,kavaratti,10.5669,72.642,81.59,71,6.24,0,IN,1611098366
539,hengshui,37.7322,115.7011,20.59,92,5.1,3,CN,1611098668
540,sangmelima,2.9333,11.9833,69.69,90,4.05,69,CM,1611098668
541,karpathos,35.507,27.2132,48.2,53,26.46,37,GR,1611098668
542,yar-sale,66.8333,70.8333,-28.34,84,4.23,72,RU,1611098453
